KPROJ,W,M,PROBES,AvgRecall,AvgAF,QPS,OutFile
11,100,10,800,0.000000,1.714133,10727.311736,runs/hypercube_mnist/run_k11_w100_m10_p800.txt
11,100,50,1,0.020000,1.468797,3991.219318,runs/hypercube_mnist/run_k11_w100_m50_p1.txt
11,100,50,2,0.030000,1.459140,4955.155840,runs/hypercube_mnist/run_k11_w100_m50_p2.txt
11,100,50,5,0.030000,1.450549,5310.392438,runs/hypercube_mnist/run_k11_w100_m50_p5.txt
11,100,50,10,0.030000,1.449113,4994.506043,runs/hypercube_mnist/run_k11_w100_m50_p10.txt
11,100,50,50,0.030000,1.449113,5082.075520,runs/hypercube_mnist/run_k11_w100_m50_p50.txt
11,100,50,100,0.030000,1.449113,4527.550143,runs/hypercube_mnist/run_k11_w100_m50_p100.txt
11,100,50,500,0.030000,1.449113,4850.366203,runs/hypercube_mnist/run_k11_w100_m50_p500.txt
11,100,50,800,0.030000,1.449113,3956.635277,runs/hypercube_mnist/run_k11_w100_m50_p800.txt
11,100,100,1,0.040000,1.375042,3311.258278,runs/hypercube_mnist/run_k11_w100_m100_p1.txt
11,100,100,2,0.050000,1.361584,2738.075680,runs/hypercube_mnist/run_k11_w100_m100_p2.txt
11,100,100,5,0.050000,1.348638,2457.908320,runs/hypercube_mnist/run_k11_w100_m100_p5.txt
11,100,100,10,0.050000,1.344052,2336.940011,runs/hypercube_mnist/run_k11_w100_m100_p10.txt
11,100,100,50,0.050000,1.344052,2512.310321,runs/hypercube_mnist/run_k11_w100_m100_p50.txt
11,100,100,100,0.050000,1.344052,2520.288321,runs/hypercube_mnist/run_k11_w100_m100_p100.txt
11,100,100,500,0.050000,1.344052,2428.717152,runs/hypercube_mnist/run_k11_w100_m100_p500.txt
11,100,100,800,0.050000,1.344052,2397.334164,runs/hypercube_mnist/run_k11_w100_m100_p800.txt
11,100,500,1,0.160000,1.220696,905.969433,runs/hypercube_mnist/run_k11_w100_m500_p1.txt
11,100,500,2,0.180000,1.198100,746.602957,runs/hypercube_mnist/run_k11_w100_m500_p2.txt
11,100,500,5,0.190000,1.177964,664.752180,runs/hypercube_mnist/run_k11_w100_m500_p5.txt
11,100,500,10,0.200000,1.161155,545.390090,runs/hypercube_mnist/run_k11_w100_m500_p10.txt
11,100,500,50,0.200000,1.159190,532.688425,runs/hypercube_mnist/run_k11_w100_m500_p50.txt
11,100,500,100,0.200000,1.159190,1176.138502,runs/hypercube_mnist/run_k11_w100_m500_p100.txt
11,100,500,500,0.200000,1.159190,1204.209918,runs/hypercube_mnist/run_k11_w100_m500_p500.txt
11,100,500,800,0.200000,1.159190,1133.799703,runs/hypercube_mnist/run_k11_w100_m500_p800.txt
11,100,1000,1,0.210000,1.204755,1292.223400,runs/hypercube_mnist/run_k11_w100_m1000_p1.txt
11,100,1000,2,0.230000,1.173450,932.227091,runs/hypercube_mnist/run_k11_w100_m1000_p2.txt
11,100,1000,5,0.260000,1.150796,752.898660,runs/hypercube_mnist/run_k11_w100_m1000_p5.txt
11,100,1000,10,0.270000,1.130148,609.005980,runs/hypercube_mnist/run_k11_w100_m1000_p10.txt
11,100,1000,50,0.320000,1.119339,534.110999,runs/hypercube_mnist/run_k11_w100_m1000_p50.txt
11,100,1000,100,0.320000,1.119339,543.930551,runs/hypercube_mnist/run_k11_w100_m1000_p100.txt
11,100,1000,500,0.320000,1.119339,578.948283,runs/hypercube_mnist/run_k11_w100_m1000_p500.txt
11,100,1000,800,0.320000,1.119339,564.295872,runs/hypercube_mnist/run_k11_w100_m1000_p800.txt
11,100,2000,1,0.220000,1.193620,1208.400802,runs/hypercube_mnist/run_k11_w100_m2000_p1.txt
11,100,2000,2,0.250000,1.161294,674.081564,runs/hypercube_mnist/run_k11_w100_m2000_p2.txt
11,100,2000,5,0.310000,1.129735,429.954038,runs/hypercube_mnist/run_k11_w100_m2000_p5.txt
11,100,2000,10,0.350000,1.096683,361.364367,runs/hypercube_mnist/run_k11_w100_m2000_p10.txt
11,100,2000,50,0.410000,1.081210,288.079003,runs/hypercube_mnist/run_k11_w100_m2000_p50.txt
11,100,2000,100,0.410000,1.080229,280.264345,runs/hypercube_mnist/run_k11_w100_m2000_p100.txt
11,100,2000,500,0.410000,1.080229,279.021750,runs/hypercube_mnist/run_k11_w100_m2000_p500.txt
11,100,2000,800,0.410000,1.080229,260.612805,runs/hypercube_mnist/run_k11_w100_m2000_p800.txt
11,100,4000,1,0.220000,1.193620,993.058521,runs/hypercube_mnist/run_k11_w100_m4000_p1.txt
11,100,4000,2,0.250000,1.161179,620.178115,runs/hypercube_mnist/run_k11_w100_m4000_p2.txt
11,100,4000,5,0.340000,1.121532,327.546675,runs/hypercube_mnist/run_k11_w100_m4000_p5.txt
11,100,4000,10,0.430000,1.081616,218.334891,runs/hypercube_mnist/run_k11_w100_m4000_p10.txt
11,100,4000,50,0.550000,1.052417,151.444936,runs/hypercube_mnist/run_k11_w100_m4000_p50.txt
11,100,4000,100,0.560000,1.049914,134.692470,runs/hypercube_mnist/run_k11_w100_m4000_p100.txt
11,100,4000,500,0.560000,1.049873,135.460790,runs/hypercube_mnist/run_k11_w100_m4000_p500.txt
11,100,4000,800,0.560000,1.049873,138.874616,runs/hypercube_mnist/run_k11_w100_m4000_p800.txt
11,100,8000,1,0.220000,1.193620,927.445907,runs/hypercube_mnist/run_k11_w100_m8000_p1.txt
11,100,8000,2,0.250000,1.161179,600.276127,runs/hypercube_mnist/run_k11_w100_m8000_p2.txt
11,100,8000,5,0.350000,1.120530,309.077928,runs/hypercube_mnist/run_k11_w100_m8000_p5.txt
11,100,8000,10,0.450000,1.077725,197.974719,runs/hypercube_mnist/run_k11_w100_m8000_p10.txt
11,100,8000,50,0.620000,1.038809,89.061470,runs/hypercube_mnist/run_k11_w100_m8000_p50.txt
11,100,8000,100,0.670000,1.029336,75.863497,runs/hypercube_mnist/run_k11_w100_m8000_p100.txt
11,100,8000,500,0.690000,1.024476,69.700788,runs/hypercube_mnist/run_k11_w100_m8000_p500.txt
11,100,8000,800,0.690000,1.024476,70.226988,runs/hypercube_mnist/run_k11_w100_m8000_p800.txt
11,120,10,1,0.000000,1.807429,30627.871363,runs/hypercube_mnist/run_k11_w120_m10_p1.txt
11,120,10,2,0.000000,1.807429,29403.116730,runs/hypercube_mnist/run_k11_w120_m10_p2.txt
11,120,10,5,0.000000,1.807429,13808.340238,runs/hypercube_mnist/run_k11_w120_m10_p5.txt
11,120,10,10,0.000000,1.807429,21621.621622,runs/hypercube_mnist/run_k11_w120_m10_p10.txt
11,120,10,50,0.000000,1.807429,30525.030525,runs/hypercube_mnist/run_k11_w120_m10_p50.txt
11,120,10,100,0.000000,1.807429,25846.471957,runs/hypercube_mnist/run_k11_w120_m10_p100.txt
11,120,10,500,0.000000,1.807429,24467.824810,runs/hypercube_mnist/run_k11_w120_m10_p500.txt
11,120,10,800,0.000000,1.807429,22878.059941,runs/hypercube_mnist/run_k11_w120_m10_p800.txt
11,120,50,1,0.030000,1.474918,9813.542689,runs/hypercube_mnist/run_k11_w120_m50_p1.txt
11,120,50,2,0.030000,1.469864,8287.750704,runs/hypercube_mnist/run_k11_w120_m50_p2.txt
11,120,50,5,0.030000,1.469864,10081.661458,runs/hypercube_mnist/run_k11_w120_m50_p5.txt
11,120,50,10,0.030000,1.469864,10213.461342,runs/hypercube_mnist/run_k11_w120_m50_p10.txt
11,120,50,50,0.030000,1.469864,10377.750104,runs/hypercube_mnist/run_k11_w120_m50_p50.txt
11,120,50,100,0.030000,1.469864,8371.002846,runs/hypercube_mnist/run_k11_w120_m50_p100.txt
11,120,50,500,0.030000,1.469864,8858.180530,runs/hypercube_mnist/run_k11_w120_m50_p500.txt
11,120,50,800,0.030000,1.469864,9475.080538,runs/hypercube_mnist/run_k11_w120_m50_p800.txt
11,120,100,1,0.040000,1.387962,5527.304886,runs/hypercube_mnist/run_k11_w120_m100_p1.txt
11,120,100,2,0.040000,1.381441,5277.323342,runs/hypercube_mnist/run_k11_w120_m100_p2.txt
11,120,100,5,0.040000,1.378704,5063.547521,runs/hypercube_mnist/run_k11_w120_m100_p5.txt
11,120,100,10,0.040000,1.378704,5716.899154,runs/hypercube_mnist/run_k11_w120_m100_p10.txt
11,120,100,50,0.040000,1.378704,5329.638118,runs/hypercube_mnist/run_k11_w120_m100_p50.txt
11,120,100,100,0.040000,1.378704,4325.820825,runs/hypercube_mnist/run_k11_w120_m100_p100.txt
11,120,100,500,0.040000,1.378704,5401.026195,runs/hypercube_mnist/run_k11_w120_m100_p500.txt
11,120,100,800,0.040000,1.378704,5717.879810,runs/hypercube_mnist/run_k11_w120_m100_p800.txt
11,120,500,1,0.110000,1.218915,1190.476190,runs/hypercube_mnist/run_k11_w120_m500_p1.txt
11,120,500,2,0.120000,1.208625,953.034462,runs/hypercube_mnist/run_k11_w120_m500_p2.txt
11,120,500,5,0.120000,1.196352,1157.715596,runs/hypercube_mnist/run_k11_w120_m500_p5.txt
11,120,500,10,0.120000,1.190782,1194.900166,runs/hypercube_mnist/run_k11_w120_m500_p10.txt
11,120,500,50,0.120000,1.190390,953.434270,runs/hypercube_mnist/run_k11_w120_m500_p50.txt
11,120,500,100,0.120000,1.190390,1042.155177,runs/hypercube_mnist/run_k11_w120_m500_p100.txt
11,120,500,500,0.120000,1.190390,1152.126826,runs/hypercube_mnist/run_k11_w120_m500_p500.txt
11,120,500,800,0.120000,1.190390,1029.749462,runs/hypercube_mnist/run_k11_w120_m500_p800.txt
11,120,1000,1,0.170000,1.175484,812.948646,runs/hypercube_mnist/run_k11_w120_m1000_p1.txt
11,120,1000,2,0.180000,1.162787,565.732454,runs/hypercube_mnist/run_k11_w120_m1000_p2.txt
11,120,1000,5,0.190000,1.145777,627.108653,runs/hypercube_mnist/run_k11_w120_m1000_p5.txt
11,120,1000,10,0.200000,1.133561,571.147893,runs/hypercube_mnist/run_k11_w120_m1000_p10.txt
11,120,1000,50,0.220000,1.130677,513.737336,runs/hypercube_mnist/run_k11_w120_m1000_p50.txt
11,120,1000,100,0.220000,1.130677,558.949622,runs/hypercube_mnist/run_k11_w120_m1000_p100.txt
11,120,1000,500,0.220000,1.130677,551.797203,runs/hypercube_mnist/run_k11_w120_m1000_p500.txt
11,120,1000,800,0.220000,1.130677,526.540262,runs/hypercube_mnist/run_k11_w120_m1000_p800.txt
11,120,2000,1,0.230000,1.155264,562.499297,runs/hypercube_mnist/run_k11_w120_m2000_p1.txt
11,120,2000,2,0.280000,1.130508,432.996029,runs/hypercube_mnist/run_k11_w120_m2000_p2.txt
11,120,2000,5,0.300000,1.109901,346.216032,runs/hypercube_mnist/run_k11_w120_m2000_p5.txt
11,120,2000,10,0.330000,1.090007,298.292870,runs/hypercube_mnist/run_k11_w120_m2000_p10.txt
11,120,2000,50,0.390000,1.082199,267.104005,runs/hypercube_mnist/run_k11_w120_m2000_p50.txt
11,120,2000,100,0.390000,1.082199,261.601367,runs/hypercube_mnist/run_k11_w120_m2000_p100.txt
11,120,2000,500,0.390000,1.082199,263.235480,runs/hypercube_mnist/run_k11_w120_m2000_p500.txt
11,120,2000,800,0.390000,1.082199,248.971747,runs/hypercube_mnist/run_k11_w120_m2000_p800.txt
11,120,4000,1,0.230000,1.155264,622.513835,runs/hypercube_mnist/run_k11_w120_m4000_p1.txt
11,120,4000,2,0.290000,1.125158,288.529509,runs/hypercube_mnist/run_k11_w120_m4000_p2.txt
11,120,4000,5,0.340000,1.095257,203.627833,runs/hypercube_mnist/run_k11_w120_m4000_p5.txt
11,120,4000,10,0.390000,1.072628,168.574651,runs/hypercube_mnist/run_k11_w120_m4000_p10.txt
11,120,4000,50,0.490000,1.055698,130.022273,runs/hypercube_mnist/run_k11_w120_m4000_p50.txt
11,120,4000,100,0.490000,1.055698,126.797996,runs/hypercube_mnist/run_k11_w120_m4000_p100.txt
11,120,4000,500,0.490000,1.055698,131.571330,runs/hypercube_mnist/run_k11_w120_m4000_p500.txt
11,120,4000,800,0.490000,1.055698,131.254955,runs/hypercube_mnist/run_k11_w120_m4000_p800.txt
11,120,8000,1,0.230000,1.155264,608.494584,runs/hypercube_mnist/run_k11_w120_m8000_p1.txt
11,120,8000,2,0.290000,1.125158,338.629499,runs/hypercube_mnist/run_k11_w120_m8000_p2.txt
11,120,8000,5,0.370000,1.087147,152.143088,runs/hypercube_mnist/run_k11_w120_m8000_p5.txt
11,120,8000,10,0.460000,1.054703,112.538094,runs/hypercube_mnist/run_k11_w120_m8000_p10.txt
11,120,8000,50,0.600000,1.033213,65.469149,runs/hypercube_mnist/run_k11_w120_m8000_p50.txt
11,120,8000,100,0.630000,1.027976,66.723203,runs/hypercube_mnist/run_k11_w120_m8000_p100.txt
11,120,8000,500,0.640000,1.023828,53.429706,runs/hypercube_mnist/run_k11_w120_m8000_p500.txt
11,120,8000,800,0.640000,1.023828,63.958984,runs/hypercube_mnist/run_k11_w120_m8000_p800.txt
16,30,10,1,0.020000,inf,23702.299123,runs/hypercube_mnist/run_k16_w30_m10_p1.txt
16,30,10,2,0.020000,inf,21795.989538,runs/hypercube_mnist/run_k16_w30_m10_p2.txt
16,30,10,5,0.030000,inf,25926.886181,runs/hypercube_mnist/run_k16_w30_m10_p5.txt
16,30,10,10,0.030000,1.438231,12272.950417,runs/hypercube_mnist/run_k16_w30_m10_p10.txt
16,30,10,50,0.030000,1.432165,19619.383951,runs/hypercube_mnist/run_k16_w30_m10_p50.txt
16,30,10,100,0.030000,1.432165,24283.632831,runs/hypercube_mnist/run_k16_w30_m10_p100.txt
16,30,10,500,0.030000,1.432165,21748.586342,runs/hypercube_mnist/run_k16_w30_m10_p500.txt
16,30,10,800,0.030000,1.432165,11622.501162,runs/hypercube_mnist/run_k16_w30_m10_p800.txt
16,30,50,1,0.040000,inf,21682.567216,runs/hypercube_mnist/run_k16_w30_m50_p1.txt
16,30,50,2,0.040000,inf,18504.811251,runs/hypercube_mnist/run_k16_w30_m50_p2.txt
16,30,50,5,0.100000,inf,8239.947264,runs/hypercube_mnist/run_k16_w30_m50_p5.txt
16,30,50,10,0.120000,1.263661,5973.715651,runs/hypercube_mnist/run_k16_w30_m50_p10.txt
16,30,50,50,0.150000,1.219569,8620.689655,runs/hypercube_mnist/run_k16_w30_m50_p50.txt
16,30,50,100,0.150000,1.213541,7406.858751,runs/hypercube_mnist/run_k16_w30_m50_p100.txt
16,30,50,500,0.150000,1.213541,7845.598619,runs/hypercube_mnist/run_k16_w30_m50_p500.txt
16,30,50,800,0.150000,1.213541,5217.300569,runs/hypercube_mnist/run_k16_w30_m50_p800.txt
16,30,100,1,0.050000,inf,21422.450728,runs/hypercube_mnist/run_k16_w30_m100_p1.txt
16,30,100,2,0.060000,inf,16000.000000,runs/hypercube_mnist/run_k16_w30_m100_p2.txt
16,30,100,5,0.120000,inf,7336.218913,runs/hypercube_mnist/run_k16_w30_m100_p5.txt
16,30,100,10,0.140000,1.252602,8616.975442,runs/hypercube_mnist/run_k16_w30_m100_p10.txt
16,30,100,50,0.180000,1.193531,4741.134079,runs/hypercube_mnist/run_k16_w30_m100_p50.txt
16,30,100,100,0.210000,1.165021,4544.834795,runs/hypercube_mnist/run_k16_w30_m100_p100.txt
16,30,100,500,0.210000,1.165021,2872.490162,runs/hypercube_mnist/run_k16_w30_m100_p500.txt
16,30,100,800,0.210000,1.165021,4702.341766,runs/hypercube_mnist/run_k16_w30_m100_p800.txt
16,30,500,1,0.060000,inf,18882.175227,runs/hypercube_mnist/run_k16_w30_m500_p1.txt
16,30,500,2,0.070000,inf,15860.428232,runs/hypercube_mnist/run_k16_w30_m500_p2.txt
16,30,500,5,0.130000,inf,8530.239700,runs/hypercube_mnist/run_k16_w30_m500_p5.txt
16,30,500,10,0.150000,1.248251,6022.645146,runs/hypercube_mnist/run_k16_w30_m500_p10.txt
16,30,500,50,0.290000,1.143327,2512.941649,runs/hypercube_mnist/run_k16_w30_m500_p50.txt
16,30,500,100,0.390000,1.097113,1720.992669,runs/hypercube_mnist/run_k16_w30_m500_p100.txt
16,30,500,500,0.450000,1.079126,802.639077,runs/hypercube_mnist/run_k16_w30_m500_p500.txt
16,30,500,800,0.450000,1.078925,1051.060520,runs/hypercube_mnist/run_k16_w30_m500_p800.txt
16,30,1000,1,0.060000,inf,21706.099414,runs/hypercube_mnist/run_k16_w30_m1000_p1.txt
16,30,1000,2,0.070000,inf,16747.613465,runs/hypercube_mnist/run_k16_w30_m1000_p2.txt
16,30,1000,5,0.130000,inf,10857.763301,runs/hypercube_mnist/run_k16_w30_m1000_p5.txt
16,30,1000,10,0.150000,1.248251,5573.825316,runs/hypercube_mnist/run_k16_w30_m1000_p10.txt
16,30,1000,50,0.290000,1.142777,2188.375350,runs/hypercube_mnist/run_k16_w30_m1000_p50.txt
16,30,1000,100,0.410000,1.090360,1230.935881,runs/hypercube_mnist/run_k16_w30_m1000_p100.txt
16,30,1000,500,0.540000,1.057763,507.101963,runs/hypercube_mnist/run_k16_w30_m1000_p500.txt
16,30,1000,800,0.560000,1.054773,496.625430,runs/hypercube_mnist/run_k16_w30_m1000_p800.txt
16,30,2000,1,0.060000,inf,22376.370553,runs/hypercube_mnist/run_k16_w30_m2000_p1.txt
16,30,2000,2,0.070000,inf,17027.073046,runs/hypercube_mnist/run_k16_w30_m2000_p2.txt
16,30,2000,5,0.130000,inf,10734.220696,runs/hypercube_mnist/run_k16_w30_m2000_p5.txt
16,30,2000,10,0.150000,1.248251,6974.473427,runs/hypercube_mnist/run_k16_w30_m2000_p10.txt
16,30,2000,50,0.290000,1.142777,1614.074732,runs/hypercube_mnist/run_k16_w30_m2000_p50.txt
16,30,2000,100,0.410000,1.089888,1144.361160,runs/hypercube_mnist/run_k16_w30_m2000_p100.txt
16,30,2000,500,0.610000,1.047404,380.984311,runs/hypercube_mnist/run_k16_w30_m2000_p500.txt
16,30,2000,800,0.640000,1.040798,305.107810,runs/hypercube_mnist/run_k16_w30_m2000_p800.txt
16,30,4000,1,0.060000,inf,17975.912278,runs/hypercube_mnist/run_k16_w30_m4000_p1.txt
16,30,4000,2,0.070000,inf,9315.323707,runs/hypercube_mnist/run_k16_w30_m4000_p2.txt
16,30,4000,5,0.130000,inf,5468.963631,runs/hypercube_mnist/run_k16_w30_m4000_p5.txt
16,30,4000,10,0.150000,1.248251,3931.126661,runs/hypercube_mnist/run_k16_w30_m4000_p10.txt
16,30,4000,50,0.290000,1.142777,1612.955257,runs/hypercube_mnist/run_k16_w30_m4000_p50.txt
16,30,4000,100,0.410000,1.089888,1180.122025,runs/hypercube_mnist/run_k16_w30_m4000_p100.txt
16,30,4000,500,0.620000,1.045813,320.383435,runs/hypercube_mnist/run_k16_w30_m4000_p500.txt
16,30,4000,800,0.660000,1.038968,233.944943,runs/hypercube_mnist/run_k16_w30_m4000_p800.txt
16,30,8000,1,0.060000,inf,19127.773527,runs/hypercube_mnist/run_k16_w30_m8000_p1.txt
16,30,8000,2,0.070000,inf,15288.182235,runs/hypercube_mnist/run_k16_w30_m8000_p2.txt
16,30,8000,5,0.130000,inf,9160.025648,runs/hypercube_mnist/run_k16_w30_m8000_p5.txt
16,30,8000,10,0.150000,1.248251,6981.777561,runs/hypercube_mnist/run_k16_w30_m8000_p10.txt
16,30,8000,50,0.290000,1.142777,1621.639153,runs/hypercube_mnist/run_k16_w30_m8000_p50.txt
16,30,8000,100,0.410000,1.089888,987.254544,runs/hypercube_mnist/run_k16_w30_m8000_p100.txt
16,30,8000,500,0.620000,1.045813,317.195484,runs/hypercube_mnist/run_k16_w30_m8000_p500.txt
16,30,8000,800,0.670000,1.036256,213.492285,runs/hypercube_mnist/run_k16_w30_m8000_p800.txt
16,35,10,1,0.030000,inf,23668.639053,runs/hypercube_mnist/run_k16_w35_m10_p1.txt
16,35,10,2,0.030000,inf,24900.398406,runs/hypercube_mnist/run_k16_w35_m10_p2.txt
16,35,10,5,0.050000,inf,21473.051321,runs/hypercube_mnist/run_k16_w35_m10_p5.txt
16,35,10,10,0.050000,1.458741,23980.815348,runs/hypercube_mnist/run_k16_w35_m10_p10.txt
16,35,10,50,0.050000,1.449174,23815.194094,runs/hypercube_mnist/run_k16_w35_m10_p50.txt
16,35,10,100,0.050000,1.449174,20458.265139,runs/hypercube_mnist/run_k16_w35_m10_p100.txt
16,35,10,500,0.050000,1.449174,21982.853374,runs/hypercube_mnist/run_k16_w35_m10_p500.txt
16,35,10,800,0.050000,1.449174,12039.489526,runs/hypercube_mnist/run_k16_w35_m10_p800.txt
16,35,50,1,0.050000,inf,20263.424519,runs/hypercube_mnist/run_k16_w35_m50_p1.txt
16,35,50,2,0.050000,inf,14409.221902,runs/hypercube_mnist/run_k16_w35_m50_p2.txt
16,35,50,5,0.080000,inf,6290.495062,runs/hypercube_mnist/run_k16_w35_m50_p5.txt
16,35,50,10,0.090000,1.287264,9615.384615,runs/hypercube_mnist/run_k16_w35_m50_p10.txt
16,35,50,50,0.100000,1.239843,3462.483986,runs/hypercube_mnist/run_k16_w35_m50_p50.txt
16,35,50,100,0.100000,1.231893,4564.125970,runs/hypercube_mnist/run_k16_w35_m50_p100.txt
16,35,50,500,0.100000,1.231893,4762.131530,runs/hypercube_mnist/run_k16_w35_m50_p500.txt
16,35,50,800,0.100000,1.231893,6174.364041,runs/hypercube_mnist/run_k16_w35_m50_p800.txt
16,35,100,1,0.050000,inf,20942.408377,runs/hypercube_mnist/run_k16_w35_m100_p1.txt
16,35,100,2,0.050000,inf,10271.158587,runs/hypercube_mnist/run_k16_w35_m100_p2.txt
16,35,100,5,0.080000,inf,11611.704598,runs/hypercube_mnist/run_k16_w35_m100_p5.txt
16,35,100,10,0.090000,1.273925,9355.412106,runs/hypercube_mnist/run_k16_w35_m100_p10.txt
16,35,100,50,0.160000,1.194103,3361.005613,runs/hypercube_mnist/run_k16_w35_m100_p50.txt
16,35,100,100,0.170000,1.170157,4963.025460,runs/hypercube_mnist/run_k16_w35_m100_p100.txt
16,35,100,500,0.170000,1.160658,4110.489970,runs/hypercube_mnist/run_k16_w35_m100_p500.txt
16,35,100,800,0.170000,1.160658,2387.261572,runs/hypercube_mnist/run_k16_w35_m100_p800.txt
16,35,500,1,0.060000,inf,18047.283884,runs/hypercube_mnist/run_k16_w35_m500_p1.txt
16,35,500,2,0.060000,inf,16241.676141,runs/hypercube_mnist/run_k16_w35_m500_p2.txt
16,35,500,5,0.090000,inf,6469.560717,runs/hypercube_mnist/run_k16_w35_m500_p5.txt
16,35,500,10,0.100000,1.266941,5609.783462,runs/hypercube_mnist/run_k16_w35_m500_p10.txt
16,35,500,50,0.230000,1.160551,2330.947997,runs/hypercube_mnist/run_k16_w35_m500_p50.txt
16,35,500,100,0.330000,1.117260,1475.992974,runs/hypercube_mnist/run_k16_w35_m500_p100.txt
16,35,500,500,0.400000,1.074326,923.915554,runs/hypercube_mnist/run_k16_w35_m500_p500.txt
16,35,500,800,0.410000,1.072089,1044.364609,runs/hypercube_mnist/run_k16_w35_m500_p800.txt
16,35,1000,1,0.060000,inf,20946.795140,runs/hypercube_mnist/run_k16_w35_m1000_p1.txt
16,35,1000,2,0.060000,inf,11742.602161,runs/hypercube_mnist/run_k16_w35_m1000_p2.txt
16,35,1000,5,0.090000,inf,6774.608766,runs/hypercube_mnist/run_k16_w35_m1000_p5.txt
16,35,1000,10,0.100000,1.266941,5713.306290,runs/hypercube_mnist/run_k16_w35_m1000_p10.txt
16,35,1000,50,0.240000,1.159209,2240.293927,runs/hypercube_mnist/run_k16_w35_m1000_p50.txt
16,35,1000,100,0.380000,1.106652,1426.024955,runs/hypercube_mnist/run_k16_w35_m1000_p100.txt
16,35,1000,500,0.510000,1.054355,560.726702,runs/hypercube_mnist/run_k16_w35_m1000_p500.txt
16,35,1000,800,0.540000,1.048678,501.318468,runs/hypercube_mnist/run_k16_w35_m1000_p800.txt
16,35,2000,1,0.060000,inf,10034.115994,runs/hypercube_mnist/run_k16_w35_m2000_p1.txt
16,35,2000,2,0.060000,inf,15190.642564,runs/hypercube_mnist/run_k16_w35_m2000_p2.txt
16,35,2000,5,0.090000,inf,10646.225913,runs/hypercube_mnist/run_k16_w35_m2000_p5.txt
16,35,2000,10,0.100000,1.266941,6136.851795,runs/hypercube_mnist/run_k16_w35_m2000_p10.txt
16,35,2000,50,0.240000,1.159209,1894.190518,runs/hypercube_mnist/run_k16_w35_m2000_p50.txt
16,35,2000,100,0.380000,1.105636,849.379528,runs/hypercube_mnist/run_k16_w35_m2000_p100.txt
16,35,2000,500,0.560000,1.043556,397.116931,runs/hypercube_mnist/run_k16_w35_m2000_p500.txt
16,35,2000,800,0.620000,1.035895,307.695148,runs/hypercube_mnist/run_k16_w35_m2000_p800.txt
16,35,4000,1,0.060000,inf,16736.401674,runs/hypercube_mnist/run_k16_w35_m4000_p1.txt
16,35,4000,2,0.060000,inf,7394.808844,runs/hypercube_mnist/run_k16_w35_m4000_p2.txt
16,35,4000,5,0.090000,inf,10838.933449,runs/hypercube_mnist/run_k16_w35_m4000_p5.txt
16,35,4000,10,0.100000,1.266941,6688.515818,runs/hypercube_mnist/run_k16_w35_m4000_p10.txt
16,35,4000,50,0.240000,1.159209,2070.393375,runs/hypercube_mnist/run_k16_w35_m4000_p50.txt
16,35,4000,100,0.380000,1.105636,1138.835427,runs/hypercube_mnist/run_k16_w35_m4000_p100.txt
16,35,4000,500,0.580000,1.041632,347.017386,runs/hypercube_mnist/run_k16_w35_m4000_p500.txt
16,35,4000,800,0.650000,1.031259,211.748214,runs/hypercube_mnist/run_k16_w35_m4000_p800.txt
16,35,8000,1,0.060000,inf,20263.424519,runs/hypercube_mnist/run_k16_w35_m8000_p1.txt
16,35,8000,2,0.060000,inf,16136.840407,runs/hypercube_mnist/run_k16_w35_m8000_p2.txt
16,35,8000,5,0.090000,inf,10242.753252,runs/hypercube_mnist/run_k16_w35_m8000_p5.txt
16,35,8000,10,0.100000,1.266941,7008.690777,runs/hypercube_mnist/run_k16_w35_m8000_p10.txt
16,35,8000,50,0.240000,1.159209,1920.233500,runs/hypercube_mnist/run_k16_w35_m8000_p50.txt
16,35,8000,100,0.380000,1.105636,1292.874966,runs/hypercube_mnist/run_k16_w35_m8000_p100.txt
16,35,8000,500,0.580000,1.041632,356.680446,runs/hypercube_mnist/run_k16_w35_m8000_p500.txt
16,35,8000,800,0.650000,1.031259,244.477856,runs/hypercube_mnist/run_k16_w35_m8000_p800.txt
16,40,10,1,0.030000,inf,28376.844495,runs/hypercube_mnist/run_k16_w40_m10_p1.txt
16,40,10,2,0.030000,inf,27995.520717,runs/hypercube_mnist/run_k16_w40_m10_p2.txt
16,40,10,5,0.030000,inf,26483.050847,runs/hypercube_mnist/run_k16_w40_m10_p5.txt
16,40,10,10,0.030000,1.483695,22603.978300,runs/hypercube_mnist/run_k16_w40_m10_p10.txt
16,40,10,50,0.030000,1.478975,25050.100200,runs/hypercube_mnist/run_k16_w40_m10_p50.txt
16,40,10,100,0.030000,1.478975,20781.379884,runs/hypercube_mnist/run_k16_w40_m10_p100.txt
16,40,10,500,0.030000,1.478975,22810.218978,runs/hypercube_mnist/run_k16_w40_m10_p500.txt
16,40,10,800,0.030000,1.478975,21682.567216,runs/hypercube_mnist/run_k16_w40_m10_p800.txt
16,40,50,1,0.040000,inf,20593.080725,runs/hypercube_mnist/run_k16_w40_m50_p1.txt
16,40,50,2,0.050000,inf,16463.615410,runs/hypercube_mnist/run_k16_w40_m50_p2.txt
16,40,50,5,0.060000,inf,14255.167498,runs/hypercube_mnist/run_k16_w40_m50_p5.txt
16,40,50,10,0.070000,1.301062,11224.604333,runs/hypercube_mnist/run_k16_w40_m50_p10.txt
16,40,50,50,0.110000,1.247696,9381.743128,runs/hypercube_mnist/run_k16_w40_m50_p50.txt
