KPROJ,W,M,PROBES,AvgRecall,AvgAF,QPS,OutFile
11,50,10,5,0.010000,1.630732,25555.839509,runs/hypercube_mnist/run_k11_w50_m10_p5.txt
11,50,10,10,0.010000,1.630732,31476.235442,runs/hypercube_mnist/run_k11_w50_m10_p10.txt
11,50,10,50,0.010000,1.630732,24673.081668,runs/hypercube_mnist/run_k11_w50_m10_p50.txt
11,50,10,100,0.010000,1.630732,31397.174254,runs/hypercube_mnist/run_k11_w50_m10_p100.txt
11,50,10,500,0.010000,1.630732,25713.551041,runs/hypercube_mnist/run_k11_w50_m10_p500.txt
11,50,10,800,0.010000,1.630732,16977.928693,runs/hypercube_mnist/run_k11_w50_m10_p800.txt
11,50,50,1,0.050000,inf,12199.585214,runs/hypercube_mnist/run_k11_w50_m50_p1.txt
11,50,50,2,0.050000,1.327096,8363.301832,runs/hypercube_mnist/run_k11_w50_m50_p2.txt
11,50,50,5,0.060000,1.315322,9829.942003,runs/hypercube_mnist/run_k11_w50_m50_p5.txt
11,50,50,10,0.060000,1.311865,9681.479330,runs/hypercube_mnist/run_k11_w50_m50_p10.txt
11,50,50,50,0.060000,1.311865,10060.362173,runs/hypercube_mnist/run_k11_w50_m50_p50.txt
11,50,50,100,0.060000,1.311865,8692.628651,runs/hypercube_mnist/run_k11_w50_m50_p100.txt
11,50,50,500,0.060000,1.311865,7734.550236,runs/hypercube_mnist/run_k11_w50_m50_p500.txt
11,50,50,800,0.060000,1.311865,8905.512512,runs/hypercube_mnist/run_k11_w50_m50_p800.txt
11,50,100,1,0.080000,inf,6656.460095,runs/hypercube_mnist/run_k11_w50_m100_p1.txt
11,50,100,2,0.080000,1.285392,6264.094212,runs/hypercube_mnist/run_k11_w50_m100_p2.txt
11,50,100,5,0.110000,1.256208,5468.664552,runs/hypercube_mnist/run_k11_w50_m100_p5.txt
11,50,100,10,0.130000,1.242193,5373.743887,runs/hypercube_mnist/run_k11_w50_m100_p10.txt
11,50,100,50,0.130000,1.242193,5164.755707,runs/hypercube_mnist/run_k11_w50_m100_p50.txt
11,50,100,100,0.130000,1.242193,5316.886431,runs/hypercube_mnist/run_k11_w50_m100_p100.txt
11,50,100,500,0.130000,1.242193,5208.333333,runs/hypercube_mnist/run_k11_w50_m100_p500.txt
11,50,100,800,0.130000,1.242193,5022.853986,runs/hypercube_mnist/run_k11_w50_m100_p800.txt
11,50,500,1,0.130000,inf,3539.572420,runs/hypercube_mnist/run_k11_w50_m500_p1.txt
11,50,500,2,0.140000,1.245288,2365.576136,runs/hypercube_mnist/run_k11_w50_m500_p2.txt
11,50,500,5,0.190000,1.178995,1671.290571,runs/hypercube_mnist/run_k11_w50_m500_p5.txt
11,50,500,10,0.230000,1.140874,1270.906410,runs/hypercube_mnist/run_k11_w50_m500_p10.txt
11,50,500,50,0.260000,1.135775,1186.830924,runs/hypercube_mnist/run_k11_w50_m500_p50.txt
11,50,500,100,0.260000,1.135775,1095.410231,runs/hypercube_mnist/run_k11_w50_m500_p100.txt
11,50,500,500,0.260000,1.135775,1144.623133,runs/hypercube_mnist/run_k11_w50_m500_p500.txt
11,50,500,800,0.260000,1.135775,1145.278589,runs/hypercube_mnist/run_k11_w50_m500_p800.txt
11,50,1000,1,0.140000,inf,3153.579313,runs/hypercube_mnist/run_k11_w50_m1000_p1.txt
11,50,1000,2,0.150000,1.239455,1853.465053,runs/hypercube_mnist/run_k11_w50_m1000_p2.txt
11,50,1000,5,0.230000,1.163386,1127.904354,runs/hypercube_mnist/run_k11_w50_m1000_p5.txt
11,50,1000,10,0.310000,1.112265,780.646219,runs/hypercube_mnist/run_k11_w50_m1000_p10.txt
11,50,1000,50,0.360000,1.100194,530.118694,runs/hypercube_mnist/run_k11_w50_m1000_p50.txt
11,50,1000,100,0.370000,1.098456,529.330186,runs/hypercube_mnist/run_k11_w50_m1000_p100.txt
11,50,1000,500,0.370000,1.098456,546.651215,runs/hypercube_mnist/run_k11_w50_m1000_p500.txt
11,50,1000,800,0.370000,1.098456,540.634056,runs/hypercube_mnist/run_k11_w50_m1000_p800.txt
11,50,2000,1,0.140000,inf,2772.156461,runs/hypercube_mnist/run_k11_w50_m2000_p1.txt
11,50,2000,2,0.150000,1.239455,1762.642554,runs/hypercube_mnist/run_k11_w50_m2000_p2.txt
11,50,2000,5,0.230000,1.162189,906.421087,runs/hypercube_mnist/run_k11_w50_m2000_p5.txt
11,50,2000,10,0.360000,1.085459,534.085325,runs/hypercube_mnist/run_k11_w50_m2000_p10.txt
11,50,2000,50,0.490000,1.058200,301.689158,runs/hypercube_mnist/run_k11_w50_m2000_p50.txt
11,50,2000,100,0.500000,1.056096,266.071376,runs/hypercube_mnist/run_k11_w50_m2000_p100.txt
11,50,2000,500,0.500000,1.056096,279.298402,runs/hypercube_mnist/run_k11_w50_m2000_p500.txt
11,50,2000,800,0.500000,1.056096,269.922289,runs/hypercube_mnist/run_k11_w50_m2000_p800.txt
11,50,4000,1,0.140000,inf,3120.416888,runs/hypercube_mnist/run_k11_w50_m4000_p1.txt
11,50,4000,2,0.150000,1.239455,1758.922133,runs/hypercube_mnist/run_k11_w50_m4000_p2.txt
11,50,4000,5,0.230000,1.162189,989.805008,runs/hypercube_mnist/run_k11_w50_m4000_p5.txt
11,50,4000,10,0.370000,1.084234,532.353802,runs/hypercube_mnist/run_k11_w50_m4000_p10.txt
11,50,4000,50,0.590000,1.040079,186.020555,runs/hypercube_mnist/run_k11_w50_m4000_p50.txt
11,50,4000,100,0.640000,1.035443,141.243935,runs/hypercube_mnist/run_k11_w50_m4000_p100.txt
11,50,4000,500,0.670000,1.034657,140.692093,runs/hypercube_mnist/run_k11_w50_m4000_p500.txt
11,50,4000,800,0.670000,1.034657,138.161431,runs/hypercube_mnist/run_k11_w50_m4000_p800.txt
11,50,8000,1,0.140000,inf,2853.311268,runs/hypercube_mnist/run_k11_w50_m8000_p1.txt
11,50,8000,2,0.150000,1.239455,1635.269492,runs/hypercube_mnist/run_k11_w50_m8000_p2.txt
11,50,8000,5,0.230000,1.162189,975.105555,runs/hypercube_mnist/run_k11_w50_m8000_p5.txt
11,50,8000,10,0.370000,1.084234,513.906305,runs/hypercube_mnist/run_k11_w50_m8000_p10.txt
11,50,8000,50,0.660000,1.030619,142.966001,runs/hypercube_mnist/run_k11_w50_m8000_p50.txt
11,50,8000,100,0.750000,1.020618,92.869740,runs/hypercube_mnist/run_k11_w50_m8000_p100.txt
11,50,8000,500,0.790000,1.018737,68.648032,runs/hypercube_mnist/run_k11_w50_m8000_p500.txt
11,50,8000,800,0.790000,1.018737,66.801874,runs/hypercube_mnist/run_k11_w50_m8000_p800.txt
11,55,10,1,0.010000,1.689586,26896.180742,runs/hypercube_mnist/run_k11_w55_m10_p1.txt
11,55,10,2,0.010000,1.689268,29913.251570,runs/hypercube_mnist/run_k11_w55_m10_p2.txt
11,55,10,5,0.010000,1.689268,20088.388911,runs/hypercube_mnist/run_k11_w55_m10_p5.txt
11,55,10,10,0.010000,1.689268,22158.209617,runs/hypercube_mnist/run_k11_w55_m10_p10.txt
11,55,10,50,0.010000,1.689268,22993.791676,runs/hypercube_mnist/run_k11_w55_m10_p50.txt
11,55,10,100,0.010000,1.689268,28506.271380,runs/hypercube_mnist/run_k11_w55_m10_p100.txt
11,55,10,500,0.010000,1.689268,28129.395218,runs/hypercube_mnist/run_k11_w55_m10_p500.txt
11,55,10,800,0.010000,1.689268,22109.219545,runs/hypercube_mnist/run_k11_w55_m10_p800.txt
11,55,50,1,0.050000,1.391103,8830.022075,runs/hypercube_mnist/run_k11_w55_m50_p1.txt
11,55,50,2,0.050000,1.388653,8563.843453,runs/hypercube_mnist/run_k11_w55_m50_p2.txt
11,55,50,5,0.050000,1.373652,9932.459277,runs/hypercube_mnist/run_k11_w55_m50_p5.txt
11,55,50,10,0.050000,1.372524,9265.264523,runs/hypercube_mnist/run_k11_w55_m50_p10.txt
11,55,50,50,0.050000,1.372524,8343.066911,runs/hypercube_mnist/run_k11_w55_m50_p50.txt
11,55,50,100,0.050000,1.372524,8163.931750,runs/hypercube_mnist/run_k11_w55_m50_p100.txt
11,55,50,500,0.050000,1.372524,8313.242996,runs/hypercube_mnist/run_k11_w55_m50_p500.txt
11,55,50,800,0.050000,1.372524,7618.467164,runs/hypercube_mnist/run_k11_w55_m50_p800.txt
11,55,100,1,0.060000,1.338917,5702.879954,runs/hypercube_mnist/run_k11_w55_m100_p1.txt
11,55,100,2,0.060000,1.334525,4184.625685,runs/hypercube_mnist/run_k11_w55_m100_p2.txt
11,55,100,5,0.060000,1.311685,5344.449789,runs/hypercube_mnist/run_k11_w55_m100_p5.txt
11,55,100,10,0.070000,1.303590,4702.562897,runs/hypercube_mnist/run_k11_w55_m100_p10.txt
11,55,100,50,0.070000,1.303590,4682.963379,runs/hypercube_mnist/run_k11_w55_m100_p50.txt
11,55,100,100,0.070000,1.303590,3825.993802,runs/hypercube_mnist/run_k11_w55_m100_p100.txt
11,55,100,500,0.070000,1.303590,4715.201811,runs/hypercube_mnist/run_k11_w55_m100_p500.txt
11,55,100,800,0.070000,1.303590,4540.501271,runs/hypercube_mnist/run_k11_w55_m100_p800.txt
11,55,500,1,0.130000,1.262510,2392.573452,runs/hypercube_mnist/run_k11_w55_m500_p1.txt
11,55,500,2,0.130000,1.244576,1701.722143,runs/hypercube_mnist/run_k11_w55_m500_p2.txt
11,55,500,5,0.160000,1.187540,1372.589390,runs/hypercube_mnist/run_k11_w55_m500_p5.txt
11,55,500,10,0.190000,1.165210,1114.727783,runs/hypercube_mnist/run_k11_w55_m500_p10.txt
11,55,500,50,0.190000,1.159848,1090.726642,runs/hypercube_mnist/run_k11_w55_m500_p50.txt
11,55,500,100,0.190000,1.159848,1069.004223,runs/hypercube_mnist/run_k11_w55_m500_p100.txt
11,55,500,500,0.190000,1.159848,1107.984134,runs/hypercube_mnist/run_k11_w55_m500_p500.txt
11,55,500,800,0.190000,1.159848,1064.894682,runs/hypercube_mnist/run_k11_w55_m500_p800.txt
11,55,1000,1,0.170000,1.252224,1924.594392,runs/hypercube_mnist/run_k11_w55_m1000_p1.txt
11,55,1000,2,0.200000,1.230149,1295.991498,runs/hypercube_mnist/run_k11_w55_m1000_p2.txt
11,55,1000,5,0.240000,1.154815,858.995834,runs/hypercube_mnist/run_k11_w55_m1000_p5.txt
11,55,1000,10,0.310000,1.120929,658.349518,runs/hypercube_mnist/run_k11_w55_m1000_p10.txt
11,55,1000,50,0.330000,1.109829,551.349980,runs/hypercube_mnist/run_k11_w55_m1000_p50.txt
11,55,1000,100,0.330000,1.109829,563.558080,runs/hypercube_mnist/run_k11_w55_m1000_p100.txt
11,55,1000,500,0.330000,1.109829,508.478885,runs/hypercube_mnist/run_k11_w55_m1000_p500.txt
11,55,1000,800,0.330000,1.109829,521.683787,runs/hypercube_mnist/run_k11_w55_m1000_p800.txt
11,55,2000,1,0.170000,1.252224,1945.828144,runs/hypercube_mnist/run_k11_w55_m2000_p1.txt
11,55,2000,2,0.210000,1.227653,977.240079,runs/hypercube_mnist/run_k11_w55_m2000_p2.txt
11,55,2000,5,0.260000,1.146578,597.750069,runs/hypercube_mnist/run_k11_w55_m2000_p5.txt
11,55,2000,10,0.380000,1.087823,436.317307,runs/hypercube_mnist/run_k11_w55_m2000_p10.txt
11,55,2000,50,0.450000,1.063229,285.528284,runs/hypercube_mnist/run_k11_w55_m2000_p50.txt
11,55,2000,100,0.470000,1.061688,274.885373,runs/hypercube_mnist/run_k11_w55_m2000_p100.txt
11,55,2000,500,0.470000,1.061688,277.029797,runs/hypercube_mnist/run_k11_w55_m2000_p500.txt
11,55,2000,800,0.470000,1.061688,281.679032,runs/hypercube_mnist/run_k11_w55_m2000_p800.txt
11,55,4000,1,0.170000,1.252224,2080.386120,runs/hypercube_mnist/run_k11_w55_m4000_p1.txt
11,55,4000,2,0.210000,1.227653,1092.621527,runs/hypercube_mnist/run_k11_w55_m4000_p2.txt
11,55,4000,5,0.270000,1.145017,547.672120,runs/hypercube_mnist/run_k11_w55_m4000_p5.txt
11,55,4000,10,0.430000,1.079748,350.179292,runs/hypercube_mnist/run_k11_w55_m4000_p10.txt
11,55,4000,50,0.570000,1.044716,151.724117,runs/hypercube_mnist/run_k11_w55_m4000_p50.txt
11,55,4000,100,0.620000,1.041099,145.754960,runs/hypercube_mnist/run_k11_w55_m4000_p100.txt
11,55,4000,500,0.620000,1.041099,139.975448,runs/hypercube_mnist/run_k11_w55_m4000_p500.txt
11,55,4000,800,0.620000,1.041099,135.692391,runs/hypercube_mnist/run_k11_w55_m4000_p800.txt
11,55,8000,1,0.170000,1.252224,1692.763436,runs/hypercube_mnist/run_k11_w55_m8000_p1.txt
11,55,8000,2,0.210000,1.227653,991.748651,runs/hypercube_mnist/run_k11_w55_m8000_p2.txt
11,55,8000,5,0.270000,1.145017,566.004630,runs/hypercube_mnist/run_k11_w55_m8000_p5.txt
11,55,8000,10,0.430000,1.079748,327.684060,runs/hypercube_mnist/run_k11_w55_m8000_p10.txt
11,55,8000,50,0.670000,1.025613,104.771175,runs/hypercube_mnist/run_k11_w55_m8000_p50.txt
11,55,8000,100,0.760000,1.014769,82.143215,runs/hypercube_mnist/run_k11_w55_m8000_p100.txt
11,55,8000,500,0.790000,1.013718,68.794669,runs/hypercube_mnist/run_k11_w55_m8000_p500.txt
11,55,8000,800,0.790000,1.013718,71.590724,runs/hypercube_mnist/run_k11_w55_m8000_p800.txt
11,60,10,1,0.010000,1.735235,13328.002132,runs/hypercube_mnist/run_k11_w60_m10_p1.txt
11,60,10,2,0.010000,1.727316,22133.687472,runs/hypercube_mnist/run_k11_w60_m10_p2.txt
11,60,10,5,0.010000,1.723956,29922.202274,runs/hypercube_mnist/run_k11_w60_m10_p5.txt
11,60,10,10,0.010000,1.723956,31948.881789,runs/hypercube_mnist/run_k11_w60_m10_p10.txt
11,60,10,50,0.010000,1.723956,19015.021867,runs/hypercube_mnist/run_k11_w60_m10_p50.txt
11,60,10,100,0.010000,1.723956,27196.083764,runs/hypercube_mnist/run_k11_w60_m10_p100.txt
11,60,10,500,0.010000,1.723956,25793.139025,runs/hypercube_mnist/run_k11_w60_m10_p500.txt
11,60,10,800,0.010000,1.723956,12884.937508,runs/hypercube_mnist/run_k11_w60_m10_p800.txt
11,60,50,1,0.050000,1.395212,4640.801931,runs/hypercube_mnist/run_k11_w60_m50_p1.txt
11,60,50,2,0.050000,1.387293,4785.375891,runs/hypercube_mnist/run_k11_w60_m50_p2.txt
11,60,50,5,0.050000,1.382936,4334.070125,runs/hypercube_mnist/run_k11_w60_m50_p5.txt
11,60,50,10,0.060000,1.380443,4805.382028,runs/hypercube_mnist/run_k11_w60_m50_p10.txt
11,60,50,50,0.060000,1.380443,4035.024008,runs/hypercube_mnist/run_k11_w60_m50_p50.txt
11,60,50,100,0.060000,1.380443,3842.459174,runs/hypercube_mnist/run_k11_w60_m50_p100.txt
11,60,50,500,0.060000,1.380443,4108.294647,runs/hypercube_mnist/run_k11_w60_m50_p500.txt
11,60,50,800,0.060000,1.380443,4223.329673,runs/hypercube_mnist/run_k11_w60_m50_p800.txt
11,60,100,1,0.050000,1.325996,2864.590793,runs/hypercube_mnist/run_k11_w60_m100_p1.txt
11,60,100,2,0.050000,1.318078,2343.621833,runs/hypercube_mnist/run_k11_w60_m100_p2.txt
11,60,100,5,0.050000,1.310607,2674.154299,runs/hypercube_mnist/run_k11_w60_m100_p5.txt
11,60,100,10,0.060000,1.308115,2609.739548,runs/hypercube_mnist/run_k11_w60_m100_p10.txt
11,60,100,50,0.060000,1.304345,2536.204317,runs/hypercube_mnist/run_k11_w60_m100_p50.txt
11,60,100,100,0.060000,1.304345,2544.917799,runs/hypercube_mnist/run_k11_w60_m100_p100.txt
11,60,100,500,0.060000,1.304345,2289.953972,runs/hypercube_mnist/run_k11_w60_m100_p500.txt
11,60,100,800,0.060000,1.304345,2145.462347,runs/hypercube_mnist/run_k11_w60_m100_p800.txt
11,60,500,1,0.120000,1.224684,1041.059382,runs/hypercube_mnist/run_k11_w60_m500_p1.txt
11,60,500,2,0.130000,1.215129,781.341563,runs/hypercube_mnist/run_k11_w60_m500_p2.txt
11,60,500,5,0.130000,1.196751,636.379257,runs/hypercube_mnist/run_k11_w60_m500_p5.txt
11,60,500,10,0.150000,1.177331,528.362499,runs/hypercube_mnist/run_k11_w60_m500_p10.txt
11,60,500,50,0.150000,1.170422,547.429272,runs/hypercube_mnist/run_k11_w60_m500_p50.txt
11,60,500,100,0.150000,1.170422,509.082023,runs/hypercube_mnist/run_k11_w60_m500_p100.txt
11,60,500,500,0.150000,1.170422,520.350925,runs/hypercube_mnist/run_k11_w60_m500_p500.txt
11,60,500,800,0.150000,1.170422,511.033207,runs/hypercube_mnist/run_k11_w60_m500_p800.txt
11,60,1000,1,0.140000,1.205195,720.585692,runs/hypercube_mnist/run_k11_w60_m1000_p1.txt
11,60,1000,2,0.160000,1.192500,494.848626,runs/hypercube_mnist/run_k11_w60_m1000_p2.txt
11,60,1000,5,0.160000,1.165494,398.005198,runs/hypercube_mnist/run_k11_w60_m1000_p5.txt
11,60,1000,10,0.220000,1.129651,316.773472,runs/hypercube_mnist/run_k11_w60_m1000_p10.txt
11,60,1000,50,0.270000,1.113801,272.124394,runs/hypercube_mnist/run_k11_w60_m1000_p50.txt
11,60,1000,100,0.270000,1.113801,259.879987,runs/hypercube_mnist/run_k11_w60_m1000_p100.txt
11,60,1000,500,0.270000,1.113801,256.096374,runs/hypercube_mnist/run_k11_w60_m1000_p500.txt
11,60,1000,800,0.270000,1.113801,273.322619,runs/hypercube_mnist/run_k11_w60_m1000_p800.txt
11,60,2000,1,0.150000,1.200807,635.372455,runs/hypercube_mnist/run_k11_w60_m2000_p1.txt
11,60,2000,2,0.170000,1.185670,350.883349,runs/hypercube_mnist/run_k11_w60_m2000_p2.txt
11,60,2000,5,0.180000,1.157099,266.754162,runs/hypercube_mnist/run_k11_w60_m2000_p5.txt
11,60,2000,10,0.270000,1.103123,184.702223,runs/hypercube_mnist/run_k11_w60_m2000_p10.txt
11,60,2000,50,0.350000,1.079064,143.985993,runs/hypercube_mnist/run_k11_w60_m2000_p50.txt
11,60,2000,100,0.350000,1.078698,134.342695,runs/hypercube_mnist/run_k11_w60_m2000_p100.txt
11,60,2000,500,0.350000,1.078561,134.207291,runs/hypercube_mnist/run_k11_w60_m2000_p500.txt
11,60,2000,800,0.350000,1.078561,133.710397,runs/hypercube_mnist/run_k11_w60_m2000_p800.txt
11,60,4000,1,0.150000,1.200807,602.464078,runs/hypercube_mnist/run_k11_w60_m4000_p1.txt
11,60,4000,2,0.170000,1.185513,340.511312,runs/hypercube_mnist/run_k11_w60_m4000_p2.txt
11,60,4000,5,0.200000,1.152528,205.870182,runs/hypercube_mnist/run_k11_w60_m4000_p5.txt
11,60,4000,10,0.390000,1.081741,122.786768,runs/hypercube_mnist/run_k11_w60_m4000_p10.txt
11,60,4000,50,0.540000,1.047683,73.785055,runs/hypercube_mnist/run_k11_w60_m4000_p50.txt
11,60,4000,100,0.570000,1.044035,72.291526,runs/hypercube_mnist/run_k11_w60_m4000_p100.txt
11,60,4000,500,0.570000,1.043261,65.412534,runs/hypercube_mnist/run_k11_w60_m4000_p500.txt
11,60,4000,800,0.570000,1.043261,66.293830,runs/hypercube_mnist/run_k11_w60_m4000_p800.txt
11,60,8000,1,0.150000,1.200807,668.484946,runs/hypercube_mnist/run_k11_w60_m8000_p1.txt
11,60,8000,2,0.170000,1.185513,326.151478,runs/hypercube_mnist/run_k11_w60_m8000_p2.txt
11,60,8000,5,0.200000,1.152528,194.888086,runs/hypercube_mnist/run_k11_w60_m8000_p5.txt
11,60,8000,10,0.420000,1.080164,109.543063,runs/hypercube_mnist/run_k11_w60_m8000_p10.txt
11,60,8000,50,0.640000,1.032343,44.467350,runs/hypercube_mnist/run_k11_w60_m8000_p50.txt
11,60,8000,100,0.730000,1.019062,35.117193,runs/hypercube_mnist/run_k11_w60_m8000_p100.txt
11,60,8000,500,0.750000,1.015315,34.658045,runs/hypercube_mnist/run_k11_w60_m8000_p500.txt
11,60,8000,800,0.750000,1.015315,33.912755,runs/hypercube_mnist/run_k11_w60_m8000_p800.txt
11,80,10,1,0.000000,1.740082,10874.293171,runs/hypercube_mnist/run_k11_w80_m10_p1.txt
11,80,10,2,0.000000,1.740082,14390.559793,runs/hypercube_mnist/run_k11_w80_m10_p2.txt
11,80,10,5,0.000000,1.740082,16903.313049,runs/hypercube_mnist/run_k11_w80_m10_p5.txt
11,80,10,10,0.000000,1.740082,16781.339151,runs/hypercube_mnist/run_k11_w80_m10_p10.txt
11,80,10,50,0.000000,1.740082,15370.427298,runs/hypercube_mnist/run_k11_w80_m10_p50.txt
11,80,10,100,0.000000,1.740082,11312.217195,runs/hypercube_mnist/run_k11_w80_m10_p100.txt
11,80,10,500,0.000000,1.740082,11646.866993,runs/hypercube_mnist/run_k11_w80_m10_p500.txt
11,80,10,800,0.000000,1.740082,14080.540693,runs/hypercube_mnist/run_k11_w80_m10_p800.txt
11,80,50,1,0.020000,1.471678,4940.467368,runs/hypercube_mnist/run_k11_w80_m50_p1.txt
11,80,50,2,0.020000,1.459988,4429.678848,runs/hypercube_mnist/run_k11_w80_m50_p2.txt
11,80,50,5,0.020000,1.456550,4629.201000,runs/hypercube_mnist/run_k11_w80_m50_p5.txt
11,80,50,10,0.030000,1.452922,4726.121272,runs/hypercube_mnist/run_k11_w80_m50_p10.txt
11,80,50,50,0.030000,1.452922,4279.173264,runs/hypercube_mnist/run_k11_w80_m50_p50.txt
11,80,50,100,0.030000,1.452922,4058.771004,runs/hypercube_mnist/run_k11_w80_m50_p100.txt
11,80,50,500,0.030000,1.452922,3447.681434,runs/hypercube_mnist/run_k11_w80_m50_p500.txt
11,80,50,800,0.030000,1.452922,4263.301501,runs/hypercube_mnist/run_k11_w80_m50_p800.txt
11,80,100,1,0.040000,1.383100,2380.612293,runs/hypercube_mnist/run_k11_w80_m100_p1.txt
11,80,100,2,0.040000,1.367856,2515.153802,runs/hypercube_mnist/run_k11_w80_m100_p2.txt
11,80,100,5,0.040000,1.359920,2121.295687,runs/hypercube_mnist/run_k11_w80_m100_p5.txt
11,80,100,10,0.050000,1.355477,6034.274680,runs/hypercube_mnist/run_k11_w80_m100_p10.txt
11,80,100,50,0.050000,1.355477,5495.109353,runs/hypercube_mnist/run_k11_w80_m100_p50.txt
11,80,100,100,0.050000,1.355477,3406.458646,runs/hypercube_mnist/run_k11_w80_m100_p100.txt
11,80,100,500,0.050000,1.355477,5282.620180,runs/hypercube_mnist/run_k11_w80_m100_p500.txt
11,80,100,800,0.050000,1.355477,3356.493136,runs/hypercube_mnist/run_k11_w80_m100_p800.txt
11,80,500,1,0.130000,1.260321,894.054537,runs/hypercube_mnist/run_k11_w80_m500_p1.txt
11,80,500,2,0.130000,1.232969,693.736255,runs/hypercube_mnist/run_k11_w80_m500_p2.txt
11,80,500,5,0.130000,1.205958,661.966703,runs/hypercube_mnist/run_k11_w80_m500_p5.txt
11,80,500,10,0.140000,1.174217,584.805581,runs/hypercube_mnist/run_k11_w80_m500_p10.txt
11,80,500,50,0.150000,1.171113,534.014023,runs/hypercube_mnist/run_k11_w80_m500_p50.txt
11,80,500,100,0.150000,1.171113,525.787235,runs/hypercube_mnist/run_k11_w80_m500_p100.txt
11,80,500,500,0.150000,1.171113,593.042426,runs/hypercube_mnist/run_k11_w80_m500_p500.txt
11,80,500,800,0.150000,1.171113,561.003523,runs/hypercube_mnist/run_k11_w80_m500_p800.txt
11,80,1000,1,0.170000,1.229021,623.437510,runs/hypercube_mnist/run_k11_w80_m1000_p1.txt
11,80,1000,2,0.170000,1.200902,468.452094,runs/hypercube_mnist/run_k11_w80_m1000_p2.txt
11,80,1000,5,0.200000,1.162039,347.039063,runs/hypercube_mnist/run_k11_w80_m1000_p5.txt
11,80,1000,10,0.230000,1.123321,297.775025,runs/hypercube_mnist/run_k11_w80_m1000_p10.txt
11,80,1000,50,0.270000,1.112875,271.835159,runs/hypercube_mnist/run_k11_w80_m1000_p50.txt
11,80,1000,100,0.270000,1.112875,262.288202,runs/hypercube_mnist/run_k11_w80_m1000_p100.txt
11,80,1000,500,0.270000,1.112875,267.659505,runs/hypercube_mnist/run_k11_w80_m1000_p500.txt
11,80,1000,800,0.270000,1.112875,290.481502,runs/hypercube_mnist/run_k11_w80_m1000_p800.txt
11,80,2000,1,0.180000,1.224276,586.751159,runs/hypercube_mnist/run_k11_w80_m2000_p1.txt
11,80,2000,2,0.180000,1.196157,315.081701,runs/hypercube_mnist/run_k11_w80_m2000_p2.txt
11,80,2000,5,0.240000,1.154559,225.382079,runs/hypercube_mnist/run_k11_w80_m2000_p5.txt
11,80,2000,10,0.320000,1.104222,184.850059,runs/hypercube_mnist/run_k11_w80_m2000_p10.txt
11,80,2000,50,0.390000,1.087964,127.787852,runs/hypercube_mnist/run_k11_w80_m2000_p50.txt
11,80,2000,100,0.390000,1.087698,135.629082,runs/hypercube_mnist/run_k11_w80_m2000_p100.txt
11,80,2000,500,0.390000,1.087698,132.533362,runs/hypercube_mnist/run_k11_w80_m2000_p500.txt
11,80,2000,800,0.390000,1.087698,121.083113,runs/hypercube_mnist/run_k11_w80_m2000_p800.txt
11,80,4000,1,0.180000,1.224276,524.711278,runs/hypercube_mnist/run_k11_w80_m4000_p1.txt
11,80,4000,2,0.180000,1.196157,270.133743,runs/hypercube_mnist/run_k11_w80_m4000_p2.txt
11,80,4000,5,0.270000,1.147259,159.689818,runs/hypercube_mnist/run_k11_w80_m4000_p5.txt
11,80,4000,10,0.400000,1.089757,118.911720,runs/hypercube_mnist/run_k11_w80_m4000_p10.txt
11,80,4000,50,0.520000,1.059178,69.124074,runs/hypercube_mnist/run_k11_w80_m4000_p50.txt
11,80,4000,100,0.540000,1.055717,68.713174,runs/hypercube_mnist/run_k11_w80_m4000_p100.txt
11,80,4000,500,0.540000,1.055408,67.678551,runs/hypercube_mnist/run_k11_w80_m4000_p500.txt
11,80,4000,800,0.540000,1.055408,66.050853,runs/hypercube_mnist/run_k11_w80_m4000_p800.txt
11,80,8000,1,0.180000,1.224276,536.305179,runs/hypercube_mnist/run_k11_w80_m8000_p1.txt
11,80,8000,2,0.180000,1.196157,293.526278,runs/hypercube_mnist/run_k11_w80_m8000_p2.txt
11,80,8000,5,0.270000,1.147259,150.220072,runs/hypercube_mnist/run_k11_w80_m8000_p5.txt
11,80,8000,10,0.420000,1.083084,92.222337,runs/hypercube_mnist/run_k11_w80_m8000_p10.txt
11,80,8000,50,0.640000,1.036196,43.302734,runs/hypercube_mnist/run_k11_w80_m8000_p50.txt
11,80,8000,100,0.700000,1.027506,38.478869,runs/hypercube_mnist/run_k11_w80_m8000_p100.txt
11,80,8000,500,0.730000,1.022751,32.814999,runs/hypercube_mnist/run_k11_w80_m8000_p500.txt
11,80,8000,800,0.730000,1.022751,33.493578,runs/hypercube_mnist/run_k11_w80_m8000_p800.txt
11,100,10,1,0.000000,1.714133,13259.082471,runs/hypercube_mnist/run_k11_w100_m10_p1.txt
11,100,10,2,0.000000,1.714133,10631.511801,runs/hypercube_mnist/run_k11_w100_m10_p2.txt
11,100,10,5,0.000000,1.714133,17271.157168,runs/hypercube_mnist/run_k11_w100_m10_p5.txt
11,100,10,10,0.000000,1.714133,15997.440410,runs/hypercube_mnist/run_k11_w100_m10_p10.txt
11,100,10,50,0.000000,1.714133,12484.394507,runs/hypercube_mnist/run_k11_w100_m10_p50.txt
11,100,10,100,0.000000,1.714133,14001.680202,runs/hypercube_mnist/run_k11_w100_m10_p100.txt
11,100,10,500,0.000000,1.714133,10603.329445,runs/hypercube_mnist/run_k11_w100_m10_p500.txt
